England : wales 0.6,scotland 0.5,english_people 0.49,cardiff 0.48,english_midlands 0.48,welsh_language 0.47,mandarin 0.46,gaelic_scots 0.46,yorkshire 0.45,mandarin_dialects 0.45,welsh_english 0.44,southern_england 0.44,british_english 0.44,netherlands_national_football_team 0.44,great_britain 0.43,west_country 0.43,manchester_united_kingdom 0.43,standard_cantonese 0.42,english 0.42,american_english 0.42
Ernst_Haeckel : ernst_mayr 0.57,karl_ernst_von_baer 0.55,charles_darwin 0.55,jonathan_wells 0.52,august_weismann 0.52,neo_darwinism 0.52,jean-baptiste_lamarck 0.52,thomas_huxley 0.51,stephen_jay_gould 0.51,the_descent_of_man_and_selection_in_relation_to_sex 0.5,niles_eldredge 0.5,kunstformen_der_natur 0.49,alfred_russel_wallace 0.48,recapitulation_theory 0.48,modern_evolutionary_synthesis 0.48,darwinism 0.48,j_b_s_haldane 0.48,michael_ruse 0.48,lamarckism 0.48,john_maynard_smith 0.48
Korea_under_Japanese_rule : yuwen 0.52,kim_gu 0.42,korean_empire 0.41,japan-korea_annexation_treaty 0.41,il_song_kim 0.4,syngman_rhee 0.39,empire_of_japan 0.39,lee_wan-yong 0.39,nobuyuki_abe 0.38,second_sino-japanese_war 0.37,an_jung-geun 0.36,joseon_dynasty 0.36,korean_imperial_household 0.36,hgmgyf 0.35,kim_jong-il 0.35,yu_kwansu 0.35,sin_chaeho 0.35,japanese_nationalism 0.35,imperial_japanese_army 0.35,terauchi_masatake 0.35
David_Dillon : kroger 0.54,steven_burd 0.54,jeff_noddle 0.5,gary_rodkin 0.49,57_gk 0.47,safeway_inc 0.46,terry_j_lundgren 0.44,mike_duke 0.43,robert_a_niblock 0.42,frank_blake 0.41,robert_a_mcdonald 0.41,gregg_steinhafel 0.41,william_r_johnson 0.41,knattspyrnufelag_reykjavikur 0.4,bob_sasser 0.4,bill_mcewan 0.4,jim_skinner 0.4,lee_scott 0.39,michael_s_jeffries 0.39,alan_g_lafley 0.39
Staples_Center : oakland_arena 0.58,los_angeles_lakers 0.57,los_angeles_sports_and_entertainment_district 0.56,american_airlines_center 0.56,americanairlines_arena 0.56,the_forum 0.56,toyota_center 0.55,arrowhead_pond 0.55,hr0ybl 0.55,pepsi_center 0.54,us_airways_center 0.53,td_banknorth_garden 0.53,delta_center 0.53,arco_arena 0.53,los_angeles_clippers 0.51,hp_pavilion 0.51,kobe_bryant 0.5,fedexforum 0.5,united_center 0.5,wachovia_center 0.49
Ming_dynasty : qing_dynasty 0.8,yuan_dynasty 0.7,song_dynasty 0.67,tang_dynasty 0.63,kangxi_emperor 0.62,manchu 0.61,yongle_emperor 0.61,han_dynasty 0.6,northern_wei 0.59,northern_qi 0.58,qin_dynasty 0.57,emperor_of_china 0.57,jin_dynasty 0.57,qianlong_emperor 0.56,hongwu_emperor 0.56,daoguang_emperor 0.55,spring_and_autumn_period 0.54,xuande_emperor 0.54,warring_states_period 0.54,jin_dynasty_1115_1234 0.53
Party_leaders_of_the_United_States_House_of_Representatives : congressional_caucus 0.36,steny_hoyer 0.36,united_states_house_of_representatives 0.36,nancy_pelosi 0.35,house_of_representatives_of_japan 0.35,chris_van_hollen 0.34,democrat_party 0.33,party_whips_of_the_united_states_house_of_representatives 0.33,vance_wilkins 0.33,republicans 0.33,australian_senate 0.33,capitol_hill_washington_d_c 0.32,karen_l_haas 0.32,republican_policy_committee_chairman_of_the_united_states_senate 0.32,matthew_j_ryan 0.31,barbara_a_robinson 0.31,larry_sheahan 0.31,californias_49th_congressional_district 0.31,blue_dog_democrat 0.31,republican_conference_chairman_of_the_united_states_house_of_representatives 0.31
Melanie_Klein : anna_freud 0.56,sigmund_freud 0.55,donald_winnicott 0.51,nicholas_wright 0.5,karen_horney 0.49,jacques_lacan 0.48,helene_deutsch 0.45,c_g_jung 0.45,psychoanalysis 0.44,s_ferenczi 0.44,7l3mk 0.44,sabina_spielrein 0.43,michael_balint 0.43,wilfred_bion 0.43,oedipus_complex 0.43,ernst_kris 0.43,abraham_brill 0.43,heinz_kohut 0.43,josef_breuer 0.42,alfred_adler 0.42
Association_of_American_Universities : robert_berdahl 0.45,committee_on_institutional_cooperation 0.43,nils_hasselmo 0.4,center_for_measuring_university_performance 0.39,universitas_21 0.38,university_at_buffalo_libraries 0.37,amateur_athletic_union 0.37,carnegie_classification_of_institutions_of_higher_education 0.37,2cttt 0.37,public_ivy 0.36,council_of_public_liberal_arts_colleges 0.36,hunter_r_rawlings_iii 0.36,association_of_public_and_land_grant_universities 0.36,university_of_nebraska_lincoln 0.36,university_at_buffalo_law_school 0.36,university 0.35,society_of_innocents 0.35,indiana_university 0.34,associated_colleges_of_the_south 0.34,annapolis_group 0.34
Australian_House_of_Representatives : house_of_representatives_of_japan 0.74,united_states_house_of_representatives 0.69,australian_senate 0.66,house_of_representatives 0.65,adam_bandt 0.58,lower_house 0.58,labor 0.57,australian_greens 0.57,upper_house 0.56,harry_jenkins 0.55,parliament_of_australia 0.54,rob_oakeshott 0.54,new_south_wales_legislative_assembly 0.53,house_of_representatives_of_liberia 0.53,br45s 0.53,parliament_of_new_south_wales 0.53,eerste_kamer 0.53,parliament_of_tasmania 0.53,parliament_of_south_australia 0.53,parliament_of_queensland 0.52
Sacha_Baron_Cohen : bruno_2009 0.72,bruno 0.69,ali_g 0.66,da_ali_g_show 0.64,borat 0.63,larry_charles 0.59,ricky_gervais 0.55,ali_g_indahouse 0.54,ben_stiller 0.53,will_ferrell 0.52,zach_galifianakis 0.49,jim_carrey 0.49,jack_black 0.49,adam_sandler 0.48,sarah_silverman 0.48,chris_rock 0.47,robin_williams 0.47,dan_mazer 0.47,fq0rs9 0.47,jonah_hill 0.47
Lutheranism : methodism 0.75,evangelical_lutheran_church_in_america 0.71,presbyterianism 0.69,episcopal_polity 0.68,baptist 0.67,lutheran_church_-_missouri_synod 0.66,united_methodist_church 0.65,united_church_of_christ 0.65,pentecostalism 0.64,christian_reformed_church_in_north_america 0.62,protestantism 0.61,reformed_churches 0.61,christian_church 0.61,catholic 0.61,episcopal_church_in_the_united_states_of_america 0.61,church_body 0.6,church_of_the_nazarene 0.6,american_association_of_lutheran_churches 0.6,presbyterian_church 0.6,evangelical_lutheran_church_of_finland 0.6
Todd_Phillips : zach_galifianakis 0.69,the_hangover_2 0.67,craig_mazin 0.63,ed_helms 0.62,justin_bartha 0.61,bradley_cooper 0.6,scot_armstrong 0.59,jon_lucas 0.57,phil_wenneck 0.57,old_school_dos 0.56,jon_favreau 0.56,judd_apatow 0.56,ken_jeong 0.55,man_witch 0.55,wedding_crashers 0.55,heather_graham 0.55,david_dobkin 0.54,old_school_2003 0.54,jy4pr 0.51,shawn_levy 0.51
Vacuum_cleaner : dyson 0.49,tacony_corporation 0.49,washing_machine 0.47,sebo 0.47,bissell_inc 0.42,microwave_oven 0.42,electrolux_trilobite 0.41,numatic_international_limited 0.39,neato_robotics 0.38,roomba 0.38,james_dyson 0.38,morphy_richards 0.38,scooba 0.37,laundry_detergent 0.37,digital_camera 0.37,refrigerator 0.37,miele 0.37,dehumidifier 0.36,david_oreck 0.36,airblade 0.36
Josh_Groban : john_legend 0.71,andrea_bocelli 0.68,mary_j_blige 0.68,alicia_keys 0.67,stevie_wonder 0.66,michael_buble 0.66,sheryl_crow 0.65,barry_manilow 0.64,jason_mraz 0.64,celine_dion 0.63,kelly_clarkson 0.63,faith_hill 0.63,lionel_richie 0.63,natasha_bedingfield 0.63,india_arie 0.61,sarah_mclachlan 0.61,usher 0.6,colbie_caillat 0.6,maroon_5 0.6,neil_diamond 0.6
Boston_University_Terriers : northeastern_university_huskies 0.64,terrier 0.64,agganis_arena 0.63,case_gym 0.63,maine_black_bears 0.62,hockey_east 0.6,america_east_conference 0.59,university_of_massachusetts_amherst_athletics 0.58,walter_brown_arena 0.58,new_hampshire_wildcats 0.58,binghamton_university_bearcats 0.57,umbc_retrievers 0.56,american_black_bear 0.56,alfond_arena 0.56,hartford_hawks 0.56,yale_bulldogs 0.56,conte_forum 0.56,nickerson_field 0.56,beanpot 0.56,mullins_center 0.56
United_States : canada 0.45,presidency_of_barack_obama 0.41,washington_united_states 0.38,north_america 0.38,united_states_department_of_state 0.36,anglo-american_relations 0.36,latin_america 0.35,us_state 0.34,anti-americanism 0.33,george_w_bush_administration 0.33,george_h_w_bush 0.33,europe 0.33,united_kingdom 0.32,george_w_bush 0.31,young_americans 0.31,japan 0.31,western_world 0.31,military_of_the_united_states 0.3,barack_obama 0.3,china 0.3
Carol_Gilligan : in_a_different_voice 0.58,kyle_pruett 0.5,christina_hoff_sommers 0.46,susan_pinker 0.46,catharine_mackinnon 0.45,katie_roiphe 0.44,shira_tarrant 0.43,eve_kosofsky_sedgwick 0.43,judith_lewis_herman 0.43,dgnbjf 0.43,sexual_politics 0.43,5w0vqf 0.43,ann_oakley 0.42,paula_hyman 0.42,jerome_kagan 0.42,jesse_bering 0.42,lionel_tiger 0.42,hanna_rosin 0.42,andrea_dworkin 0.42,harvey_mansfield 0.42
Boston : tom_scholz 0.61,brad_delp 0.55,tommy_decarlo 0.51,more_than_a_feeling 0.5,gary_pihl 0.48,fran_cosmo 0.45,rtz 0.44,walk_on 0.44,barry_goudreau 0.44,kimberley_dahme 0.43,beatlejuice 0.42,foreplay_long_time 0.42,3cmg71 0.42,michael_sweet 0.42,fran_sheehan 0.4,boston_massachusetts 0.38,third_stage 0.38,william_curly_smith 0.37,stryper 0.36,parker_springfield 0.36
Automobile : central_african_republic 0.41,bangui 0.4,democratic_republic_of_the_congo 0.37,chad 0.34,burundi 0.33,haut-mbomou 0.33,eufor_chad_car 0.31,vakaga 0.31,jean_charles_dei 0.31,sudan 0.31,movement_for_the_liberation_of_congo 0.3,kinshasa 0.3,birao 0.3,government_of_chad 0.3,libenge 0.3,kaga-bandoro 0.3,david_b_wyshner 0.3,mwaro_province 0.3,bossangoa 0.3,paoua 0.3
Oberlin_College : denison_university 0.7,ohio_wesleyan_university 0.69,wittenberg_university 0.66,the_college_of_wooster 0.65,allegheny_college 0.6,baldwin-wallace_college 0.59,oberlin_conservatory_of_music 0.59,ohio_university 0.58,capital_university 0.58,ohio_northern_university 0.57,kenyon_college 0.57,miami_university 0.57,case_western_reserve_university 0.56,kenyon 0.56,wittenberg 0.56,swarthmore_college 0.56,wabash_college 0.55,hiram_college 0.55,williams_college 0.55,john_carroll_university 0.55
Rob_Marciano : reynolds_wolf 0.57,bonnie_schneider 0.52,chad_myers 0.52,bill_karins 0.49,mike_seidel 0.47,josh_levs 0.45,weather_channel 0.44,national_weather_service 0.43,accuweather 0.42,gtt_qs 0.42,susan_candiotti 0.41,doug_kammerer 0.41,john_zarrella 0.4,bh9lfs 0.4,mari_ramos 0.4,megan_glaros 0.4,ddfzzn 0.4,b1nc0 0.4,pete_delkus 0.4,glenn_burns 0.4
Jerry_Seinfeld : seinfeld 0.66,larry_david 0.66,chris_rock 0.58,sarah_silverman 0.57,curb_your_enthusiasm 0.57,tom_papa 0.56,the_marriage_ref 0.55,paul_reiser 0.55,louis_ck 0.55,jimmy_fallon 0.54,saturday_night_live 0.54,ricky_gervais 0.53,wanda_sykes 0.53,tina_fey 0.52,jimmy_kimmel 0.52,bob_saget 0.52,dave_chappelle 0.52,bill_cosby 0.52,kathy_griffin 0.52,jay_leno 0.51
Friedrich_Nietzsche : immanuel_kant 0.75,arthur_schopenhauer 0.73,martin_heidegger 0.73,ludwig_wittgenstein 0.71,philosophy_of_friedrich_nietzsche 0.66,baruch_spinoza 0.66,jacques_derrida 0.66,aristotle 0.66,sigmund_freud 0.65,walter_benjamin 0.64,karl_marx 0.64,richard_rorty 0.63,jean-jacques_rousseau 0.63,bertrand_russell 0.63,jean-paul_sartre 0.63,ludwig_andreas_feuerbach 0.63,edmund_husserl 0.62,georg_wilhelm_friedrich_hegel 0.62,the_gay_science 0.62,johann_goethe 0.61
Ellen_Bass : 6w9grj 0.58,diane_wakoski 0.54,marilyn_hacker 0.54,jane_hirshfield 0.54,claudia_rankine 0.53,david_st_john 0.53,x_j_kennedy 0.53,joseph_millar 0.53,eloise_klein_healy 0.53,carolyn_forche 0.52,kim_addonizio 0.52,dorianne_laux 0.52,alicia_ostriker 0.52,linda_pastan 0.52,alice_notley 0.51,eavan_boland 0.51,gerald_stern 0.51,lynn_emanuel 0.51,sharon_olds 0.51,naomi_shihab_nye 0.51
Souad_Massi : rahid_taha 0.6,natacha_atlas 0.55,fathy_salama 0.52,khaled 0.51,enrico_macias 0.51,gfjpqk 0.5,gnawa_diffusion 0.48,titi_robin 0.48,lojo 0.48,keren_ann 0.47,h3wzhc 0.47,raoui 0.47,berber_music 0.47,yasmin_levy 0.47,geva_alon 0.47,mariem_hassan 0.47,reem_kelani 0.47,lokua_kanza 0.46,sidi_toure 0.46,lhasa_de_sela 0.46
Investment : penny_stock 0.41,portfolio_management 0.36,trade_finance 0.35,investment_banking 0.34,structured_product 0.33,consumer_finance 0.33,alternative_investment 0.33,capital_market 0.32,capital_structure 0.32,active_management 0.32,commercial_property 0.32,working_capital 0.32,project_finance 0.32,money_management 0.32,private_banking 0.32,financial_adviser 0.31,structured_finance 0.31,collective_investment_scheme 0.31,cash_management 0.31,fixed_income 0.31
Brian_Fischer : new_york_state_department_of_correctional_services 0.6,new_zealand_department_of_corrections 0.53,carl_danberg 0.52,ogdensburg_correctional_facility 0.49,camp_gabriels 0.49,arthur_kill_correctional_facility 0.48,corrections 0.47,jeffrey_a_beard 0.47,green_haven_correctional_facility 0.47,gladys_carrion 0.46,vermont_department_of_corrections 0.45,maine_department_of_corrections 0.44,lyon_mountain_correctional_facility 0.43,adirondack_correctional_facility 0.43,gabriels 0.41,john_wetzel 0.41,gyrg97 0.41,lakes_region_facility 0.4,california_department_of_corrections_and_rehabilitation 0.39,ahtanum_view_correction_center 0.39
Averroes : avicenna 0.51,ghazzali 0.47,ibn_hazm 0.45,aristotle 0.43,ibn_zuhr 0.43,ibn_taymiya 0.43,ibn_bajjah 0.43,fakhr_al-din_al-razi 0.42,al-biruni 0.42,the_incoherence_of_the_incoherence 0.42,muhammad_ibn_musa_al-khwarizmi 0.42,islamic_golden_age 0.41,arzachel 0.41,al-farghani 0.41,mutazili 0.41,ibn_al-haitham 0.4,ibn_arabi 0.4,canon_of_medicine 0.39,plato 0.39,ibn_khaldun 0.39
Camille_Paglia : katie_roiphe 0.62,sexual_personae 0.61,katha_pollitt 0.59,naomi_wolf 0.57,germaine_greer 0.56,andrea_dworkin 0.55,ariel_levy 0.53,maureen_dowd 0.52,gloria_steinem 0.52,frank_rich 0.51,jessica_valenti 0.51,harold_bloom 0.5,laura_kipnis 0.5,caitlin_flanagan 0.5,susie_bright 0.5,susan_sontag 0.5,cintra_wilson 0.5,terry_eagleton 0.5,betty_friedan 0.5,the_female_eunuch 0.49
Legendary_Pictures : jon_j_jashni 0.62,warner_bros 0.55,michael_uslan 0.52,david_goyer 0.52,joel_silver 0.51,new_regency_productions 0.51,hnbmkt 0.5,marvel_studios 0.5,zack_snyder 0.5,silver_pictures 0.5,emma_thomas 0.5,alcon_entertainment 0.5,new_line_cinema 0.5,village_roadshow_pictures 0.49,virtual_studios 0.49,christopher_nolan 0.49,syncopy_films 0.49,deborah_snyder 0.49,dark_castle_entertainment 0.49,dan_lin 0.48
Eumseong_County : yangsan 0.46,chungcheongbuk-do 0.46,jincheon 0.46,chungju 0.46,cheongju 0.45,gumi 0.44,yongin 0.44,wonju 0.43,gyeongsangbuk-do 0.43,pyeongtaek 0.43,gyeonggi-do 0.43,seoul 0.42,anseong 0.42,chungcheongnam-do 0.41,uiwang 0.41,ansan 0.41,mungyeong 0.41,bucheon 0.41,gyeongsan 0.41,yeoju_county 0.41
Union_of_Utrecht : overijssel 0.39,dutch_republic 0.38,gelderland 0.37,southern_netherlands 0.36,war_of_the_league_of_cambrai 0.35,eighty_years_war 0.33,counts_and_dukes_of_anjou 0.31,independence_of_peru 0.31,prince_willem_of_the_netherlands 0.31,leopold_ii_prince_of_lippe 0.31,workum 0.31,philip_v_of_spain 0.31,de_librije 0.31,guelders 0.31,pope_clement_iii 0.31,charles_v_of_france 0.31,museum_catharijneconvent 0.3,kingdom_of_poland 0.3,hoofdklasse 0.3,queens_commissioner 0.3
Cleveland_Hopkins_International_Airport : ohare_international_airport 0.52,airmall 0.52,philadelphia_international_airport 0.51,hartsfield-jackson_atlanta_international_airport 0.51,cincinnati_northern_kentucky_international_airport 0.51,baltimore-washington_international_thurgood_marshall_airport 0.5,indianapolis_international_airport 0.5,pittsburgh_international_airport 0.49,raleigh-durham_international_airport 0.48,phoenix_sky_harbor_international_airport 0.48,port_columbus_international_airport 0.48,dayton_international_airport 0.48,george_bush_intercontinental_airport 0.47,dallas-fort_worth_international_airport 0.47,logan_international_airport 0.47,newark_liberty_international_airport 0.47,jackie_mayo 0.47,toledo_express_airport 0.47,john_f_kennedy_airport 0.46,miami_international_airport 0.46
Massachusetts : andover 0.64,worcester_massachusetts 0.63,boston_massachusetts 0.63,newton_massachusetts 0.63,quincy 0.62,lowell 0.62,rhode_island 0.61,framingham 0.61,new_hampshire 0.61,cambridge_mass 0.61,natick 0.61,western_massachusetts 0.6,medford_massachusetts 0.6,waltham 0.6,somerville 0.6,brookline 0.59,billerica 0.59,dedham 0.59,marlborough_massachusetts 0.59,bedford_massachusetts 0.59
CBS_Paramount_Domestic_Television : king_world_productions 0.54,cbs_television_distribution 0.51,paramount_domestic_television 0.5,paramount_television 0.49,cbs_productions 0.48,warner_bros_television_distribution 0.48,sony_pictures_television 0.47,spelling_television 0.47,cbs_corporation 0.45,cbs_paramount_television 0.44,telepictures 0.43,lorimar-telepictures 0.43,sci_fi_channel 0.43,abc_studios 0.43,syfy 0.42,lorimar_productions 0.42,20th_television 0.42,warner_bros 0.41,paramount_pictures 0.41,leslie_moonves 0.41
Czech_Republic : slovakia 0.8,poland 0.72,slovak_language 0.69,romania 0.68,hungary 0.68,prague 0.66,latvia 0.65,lithuania 0.65,slovenia 0.65,estonia 0.64,croatia 0.59,austria 0.58,bratislava 0.58,finland 0.58,bulgaria 0.57,belarus 0.57,ukraine 0.54,belgium 0.54,czech 0.53,pilsen 0.53
Los_Angeles_International_Airport : san_francisco_international_airport 0.75,lax 0.73,john_f_kennedy_airport 0.72,washington_dulles_international_airport 0.64,long_beach_municipal_airport 0.63,ohare_international_airport 0.63,ontario_international_airport 0.62,miami_international_airport 0.61,george_bush_intercontinental_airport 0.6,john_wayne_airport 0.6,newark_liberty_international_airport 0.59,logan_international_airport 0.58,seattle-tacoma_international_airport 0.58,phoenix_sky_harbor_international_airport 0.58,oakland_international_airport 0.57,sacramento_international_airport 0.57,hartsfield-jackson_atlanta_international_airport 0.56,bob_hope_airport 0.56,narita_international_airport 0.56,dallas-fort_worth_international_airport 0.55
Cisco_IOS : c-fos 0.62,chief_information_officer 0.62,convergent_technologies_operating_system 0.56,information_technology 0.55,society_for_information_management 0.52,corporate_title 0.5,peter_sondergaard 0.5,rebecca_j_jacoby 0.49,green_computing 0.49,virtualization 0.48,kea_greece 0.47,cfo 0.47,chief_information_security_officer 0.46,human_resource_management 0.46,computer_economics 0.44,information_security 0.43,information_systems_audit_and_control_association 0.43,john_n_stewart 0.43,enterprise_2_0 0.43,consumerization 0.43
Medical_equipment : medical_device 0.67,medication 0.48,covidien_ltd 0.37,surgical_instruments 0.37,dental_armamentarium 0.35,office_supplies 0.35,toiletries 0.35,computer_hardware 0.35,machine_tool 0.35,contract_manufacturer 0.35,agricultural_machinery 0.34,industrial_gas 0.34,pharmaceutical_company 0.34,in_vitro_diagnostics 0.33,packaging_and_labelling 0.33,electronics 0.32,airox_sa 0.31,material_handling 0.31,building_material 0.31,endoscopy 0.31
National_Medal_of_Science : national_medal_of_technology 0.6,pecase 0.57,charles_stark_draper_prize 0.56,japan_prize 0.56,alan_t_waterman_award 0.56,enrico_fermi_award 0.55,wolf_prize_in_chemistry 0.54,gairdner_foundation_international_award 0.54,dickson_prize 0.53,turing_award 0.53,louisa_gross_horwitz_prize 0.53,vannevar_bush_award 0.52,lasker_award 0.52,public_welfare_medal 0.51,gy0wnd 0.51,wolf_prize_in_medicine 0.51,hgp0mb 0.51,priestley_medal 0.51,wolf_prize 0.51,ernest_orlando_lawrence_award 0.51
Karen_Horney : anna_freud 0.58,sigmund_freud 0.57,helene_deutsch 0.54,heinz_kohut 0.54,jacques_lacan 0.54,erich_fromm 0.54,alfred_adler 0.53,donald_winnicott 0.52,psychoanalysis 0.52,neo-freudian 0.51,c_g_jung 0.5,melanie_klein 0.49,s_ferenczi 0.49,the_interpretation_of_dreams 0.48,wilhelm_stekel 0.48,james_strachey 0.48,pierre_janet 0.47,moses_and_monotheism 0.47,wilfred_bion 0.47,abraham_brill 0.47
Mahinda_Rajapaksa : president_of_sri_lanka 0.79,chandrika_kumaratunga 0.78,sarath_fonseka 0.75,sri_lanka 0.75,ranil_wickremasinghe 0.73,gotabaya_rajapaksa 0.73,liberation_tigers_of_tamil_eelam 0.72,tamil_people 0.7,mahinda 0.69,junius_richard_jayewardene 0.68,colombo 0.68,mangala_samaraweera 0.68,rohitha_bogollagama 0.68,prime_ministers_house 0.68,tamil_national_alliance 0.67,ratnasiri_wickremanayake 0.67,eastern_province_sri_lanka 0.67,cabinet_of_sri_lanka 0.67,tamil_eelam 0.66,basil_rohana_rajapaksa 0.66
Post-punk : new_wave 0.59,punk_rock 0.59,indie_rock 0.58,krautrock 0.57,grunge_music 0.56,britpop 0.55,c86 0.54,the_velvet_underground 0.54,synthpop 0.54,the_jesus_and_mary_chain 0.54,psychedelic 0.53,electroclash 0.53,comsat_angels 0.53,buzzcocks 0.53,the_raincoats 0.53,tuxedomoon 0.53,psychobilly 0.52,stereolab 0.52,siouxsie_the_banshees 0.52,progressive_rock 0.52
Primetime_Emmy_Award_for_Outstanding_Miniseries : primetime_emmy_award_for_outstanding_directing_for_a_drama_series 0.71,primetime_emmy_award_for_outstanding_drama_series 0.66,primetime_emmy_award_for_outstanding_lead_actor_-_drama_series 0.65,primetime_emmy_award_for_outstanding_comedy_series 0.65,emmy_award_for_main_title_design 0.64,leading_actor 0.64,miniseries 0.63,television_movie 0.63,television_comedy 0.6,supporting_actor 0.57,emmy_award_for_supporting_actress_in_a_miniseries_or_a_movie 0.57,supporting_character 0.55,broken_trail 0.54,naacp_image_award_for_outstanding_drama_series 0.52,naacp_image_award_for_outstanding_comedy_series 0.52,black_reel_award_best_actress 0.52,satellite_awards 0.51,brian_percival 0.51,golden_globe_award_for_best_actress_-_motion_picture_musical_or_comedy 0.5,golden_globe_award_for_best_supporting_actress_-_motion_picture 0.5
